ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
15.0,Santiago,Chile Open,2026-03-01,ATP250,Indoor,Clay,The Final,3,Darderi L.,Hanfmann Y.,14.0,37.0,774.0,201.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,,,1.5,2.8,1.44,2.69,1.5,2.96
16.0,Indian Wells,BNP Paribas Open,2026-03-04,Masters 1000,Outdoor,Hard,1st Round,3,Diallo G.,Bellucci M.,75.0,90.0,45.0,20.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,,,1.81,2.1,1.76,2.01,1.88,2.1
16.0,Indian Wells,BNP Paribas Open,2026-03-04,Masters 1000,Outdoor,Hard,1st Round,3,Berrettini M.,Mannarino A.,65.0,40.0,75.0,188.0,4.0,6.0,7.0,5.0,7.0,5.0,,,,,2.0,1.0,Completed,1.44,2.75,,,1.45,2.88,1.43,2.73,1.48,3.0
16.0,Indian Wells,BNP Paribas Open,2026-03-04,Masters 1000,Outdoor,Hard,1st Round,3,Fucsovics M.,O Connell C.,71.0,95.0,55.0,20.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.76,2.24,1.73,2.06,1.81,2.2
16.0,Indian Wells,BNP Paribas Open,2026-03-04,Masters 1000,Outdoor,Hard,1st Round,3,Svrcina D.,Duckworth J.,111.0,128.0,10.0,10.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,,,1.45,3.0,1.39,2.92,1.46,3.1
16.0,Indian Wells,BNP Paribas Open,2026-03-04,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,Quinn E.,70.0,61.0,55.0,90.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,,,2.2,1.74,2.12,1.69,2.18,1.83
16.0,Indian Wells,BNP Paribas Open,2026-03-04,Masters 1000,Outdoor,Hard,1st Round,3,Bergs Z.,Struff J.L.,79.0,147.0,30.0,0.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.75,2.1,1.73,2.07,1.83,2.16
16.0,Indian Wells,BNP Paribas Open,2026-03-04,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Altmaier D.,50.0,105.0,150.0,13.0,6.0,3.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.2,4.5,,,1.24,4.6,1.22,4.18,1.25,4.8
16.0,Indian Wells,BNP Paribas Open,2026-03-04,Masters 1000,Outdoor,Hard,1st Round,3,Ugo Carabelli C.,Damm M.,56.0,63.0,103.0,80.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.5,1.53,,,2.6,1.54,2.49,1.51,2.8,1.54
16.0,Indian Wells,BNP Paribas Open,2026-03-04,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,Navone M.,49.0,29.0,150.0,368.0,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.33,3.4,,,1.38,3.4,1.35,3.14,1.38,3.55
16.0,Indian Wells,BNP Paribas Open,2026-03-04,Masters 1000,Outdoor,Hard,1st Round,3,Walton A.,Halys Q.,92.0,58.0,20.0,95.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.63,1.5,,,2.63,1.52,2.55,1.5,2.72,1.58
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Michelsen A.,Merida Aguilar D.,33.0,44.0,240.0,178.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,,,1.33,3.75,1.31,3.34,1.38,3.6
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Bautista Agut R.,Marozsan F.,91.0,39.0,20.0,195.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,3.75,1.29,,,4.75,1.29,3.83,1.26,4.0,1.32
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Bonzi B.,Royer V.,120.0,148.0,10.0,0.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.91,1.91,,,1.91,1.98,1.83,1.93,1.92,2.06
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Baez S.,Tseng C.H.,28.0,200.0,373.0,0.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,,,1.36,3.5,1.32,3.3,1.4,3.4
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Fearnley J.,Dzumhur D.,127.0,78.0,10.0,33.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.75,2.2,1.71,2.1,1.82,2.2
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Shevchenko A.,Shimabukuro S.,67.0,144.0,68.0,0.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.3,1.62,,,2.3,1.67,2.24,1.62,2.36,1.73
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Majchrzak K.,Mpetshi G.,66.0,83.0,68.0,26.0,6.0,3.0,1.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.62,2.3,,,1.67,2.3,1.65,2.2,1.78,2.26
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Kovacevic A.,Hurkacz H.,53.0,94.0,105.0,20.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3,1.4,,,3.0,1.44,2.89,1.4,3.1,1.45
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Tsitsipas S.,46.0,69.0,165.0,65.0,6.0,2.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.73,,,2.1,1.76,2.09,1.72,2.36,1.72
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Fonseca J.,Collignon R.,54.0,74.0,105.0,48.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.75,2.25,1.69,2.14,1.71,2.34
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Svajda Z.,Cilic M.,113.0,35.0,10.0,220.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.62,,,2.3,1.75,2.15,1.68,2.28,1.76
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Monfils G.,Galarneau A.,89.0,193.0,20.0,0.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,,,1.62,2.4,1.58,2.31,1.64,2.52
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Brooksby J.,Popyrin A.,81.0,96.0,30.0,13.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.73,2.25,1.68,2.15,1.78,2.26
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Prizmic D.,Schoolkate T.,106.0,162.0,10.0,0.0,7.0,6.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.29,3.75,,,1.33,3.75,1.3,3.43,1.33,3.9
16.0,Indian Wells,BNP Paribas Open,2026-03-05,Masters 1000,Outdoor,Hard,1st Round,3,Dimitrov G.,Atmane T.,115.0,55.0,10.0,105.0,6.0,4.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.62,2.3,,,1.64,2.3,1.62,2.24,1.68,2.44
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Berrettini M.,5.0,65.0,1445.0,75.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,,,1.24,4.5,1.21,4.2,1.27,4.5
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Brooksby J.,16.0,81.0,708.0,30.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.91,1.91,,,1.95,1.94,1.88,1.87,2.0,1.99
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Monfils G.,9.0,89.0,898.0,20.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.17,5.0,,,1.2,5.25,1.18,4.71,1.22,5.3
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Ugo Carabelli C.,31.0,56.0,323.0,103.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.21,5.0,1.18,4.6,1.23,5.3
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,2nd Round,3,Fils A.,Prizmic D.,10.0,106.0,883.0,10.0,6.0,2.0,3.0,2.0,,,,,,,1.0,0.0,Retired,1.4,3.0,,,1.44,3.0,1.4,2.9,1.49,3.0
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,2nd Round,3,Fucsovics M.,Musetti L.,71.0,21.0,55.0,513.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,3.5,1.3,,,3.5,1.33,3.38,1.31,3.85,1.34
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Opelka R.,6.0,70.0,1036.0,55.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.29,3.75,,,1.29,4.25,1.26,3.8,1.29,4.4
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,2nd Round,3,Tien L.,Walton A.,19.0,92.0,593.0,20.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.17,5.5,1.16,5.04,1.19,5.9
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,1st Round,3,Tabilo A.,Jodar R.,25.0,24.0,401.0,403.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.3,1.62,,,2.31,1.64,2.26,1.6,2.44,1.69
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,1st Round,3,Kopriva V.,Zheng M.,48.0,126.0,153.0,10.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.1,1.73,,,2.17,1.8,2.09,1.71,2.16,1.83
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,1st Round,3,McDonald M.,Arnaldi M.,112.0,201.0,10.0,0.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.67,2.32,1.6,2.27,1.68,2.44
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,1st Round,3,Korda S.,Comesana F.,22.0,107.0,476.0,10.0,7.0,5.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.14,5.5,,,1.18,5.5,1.16,5.01,1.19,6.0
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,1st Round,3,Hijikata R.,Maestrelli F.,59.0,124.0,95.0,10.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.73,2.2,1.69,2.13,1.73,2.34
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,1st Round,3,Borges N.,Nava E.,64.0,88.0,78.0,23.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.6,2.43,1.57,2.33,1.68,2.44
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,1st Round,3,Cerundolo J.M.,Van De Zandschulp B.,77.0,47.0,40.0,155.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,3,1.4,,,3.05,1.42,2.95,1.39,3.1,1.46
16.0,Indian Wells,BNP Paribas Open,2026-03-06,Masters 1000,Outdoor,Hard,2nd Round,3,Cobolli F.,Kecmanovic M.,15.0,50.0,755.0,150.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2,1.8,,,2.05,1.8,2.0,1.77,2.16,1.84
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Fonseca J.,Khachanov K.,54.0,57.0,105.0,100.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.67,2.2,,,1.72,2.25,1.67,2.17,1.74,2.3
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Hijikata R.,Darderi L.,59.0,14.0,95.0,774.0,4.0,6.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.44,,,3.0,1.47,2.77,1.42,3.1,1.45
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Rinderknech A.,Cerundolo J.M.,73.0,77.0,55.0,40.0,,,,,,,,,,,,,Walkover,1.5,2.63,,,1.5,2.75,1.45,2.68,1.52,2.88
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Vacherot V.,Borges N.,38.0,64.0,198.0,78.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.62,2.3,,,1.67,2.3,1.63,2.23,1.73,2.32
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Majchrzak K.,4.0,66.0,1490.0,68.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.1,7.0,,,1.12,7.5,1.1,6.75,1.13,8.4
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Diallo G.,Rublev A.,75.0,27.0,45.0,375.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.5,1.3,,,3.5,1.35,3.32,1.32,3.75,1.35
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Bonzi B.,13.0,120.0,783.0,10.0,6.0,4.0,5.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.4,3.0,,,1.44,3.3,1.36,3.1,1.39,3.5
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Korda S.,7.0,22.0,1010.0,476.0,4.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.63,,,1.55,2.63,1.52,2.48,1.63,2.54
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Draper J.,Bautista Agut R.,45.0,91.0,175.0,20.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.13,6.0,,,1.13,6.25,1.13,5.75,1.16,6.8
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Shevchenko A.,32.0,67.0,243.0,68.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.17,5.0,,,1.18,5.25,1.16,4.91,1.2,5.5
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Mensik J.,Giron M.,17.0,49.0,703.0,150.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.4,,,1.38,3.4,1.35,3.15,1.39,3.45
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Bergs Z.,8.0,79.0,961.0,30.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,,,1.24,4.5,1.21,4.25,1.26,4.5
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Svajda Z.,36.0,113.0,220.0,10.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.6,2.43,1.58,2.32,1.69,2.42
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Svrcina D.,2.0,111.0,3590.0,10.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.01,26.0,,,1.02,26.0,1.01,16.55,1.02,30.0
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Kovacevic A.,Moutet C.,53.0,60.0,105.0,93.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.67,,,2.28,1.7,2.22,1.64,2.4,1.7
16.0,Indian Wells,BNP Paribas Open,2026-03-07,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Etcheverry T.,46.0,11.0,165.0,873.0,6.0,3.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.63,,,1.53,2.75,1.48,2.6,1.55,2.78
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,3rd Round,3,Fils A.,Fucsovics M.,10.0,71.0,883.0,55.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.2,,,1.4,3.2,1.37,3.03,1.43,3.25
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Shapovalov D.,2.0,46.0,3590.0,165.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.04,13.0,,,1.04,14.0,1.03,11.16,1.06,16.5
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,3rd Round,3,Davidovich Fokina A.,Mensik J.,36.0,17.0,220.0,703.0,6.0,2.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.2,1.67,,,2.25,1.67,2.19,1.65,2.38,1.71
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,3rd Round,3,Tien L.,Shelton B.,19.0,6.0,593.0,1036.0,7.0,6.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.2,1.67,,,2.3,1.68,2.22,1.63,2.34,1.73
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Nakashima B.,5.0,31.0,1445.0,323.0,7.0,6.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.25,4.0,,,1.27,4.0,1.25,3.84,1.29,4.3
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Tabilo A.,3.0,25.0,1963.0,401.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,4.0,,,1.26,4.0,1.25,3.83,1.27,4.5
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Baez S.,Lehecka J.,28.0,12.0,373.0,825.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.75,1.44,,,3.15,1.44,2.84,1.41,3.0,1.49
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Bublik A.,Kopriva V.,18.0,48.0,658.0,153.0,3.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.2,4.5,,,1.26,4.5,1.23,4.08,1.24,5.0
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Fearnley J.,20.0,127.0,588.0,10.0,6.0,3.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.2,4.5,,,1.2,4.75,1.19,4.53,1.21,5.7
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Dimitrov G.,1.0,115.0,3665.0,10.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.04,13.0,,,1.04,15.0,1.03,12.05,1.06,14.0
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Norrie C.,McDonald M.,34.0,112.0,240.0,10.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,,,1.6,2.5,1.56,2.37,1.67,2.46
16.0,Indian Wells,BNP Paribas Open,2026-03-08,Masters 1000,Outdoor,Hard,2nd Round,3,Michelsen A.,Humbert U.,33.0,26.0,240.0,383.0,7.0,5.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.91,1.91,,,1.91,2.0,1.83,1.94,1.89,2.1
16.0,Indian Wells,BNP Paribas Open,2026-03-09,Masters 1000,Outdoor,Hard,3rd Round,3,Hijikata R.,Bublik A.,59.0,18.0,95.0,658.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,4.5,1.2,,,4.5,1.22,4.31,1.21,5.0,1.23
16.0,Indian Wells,BNP Paribas Open,2026-03-09,Masters 1000,Outdoor,Hard,3rd Round,3,Michelsen A.,Fritz T.,33.0,20.0,240.0,588.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.2,1.36,,,3.2,1.38,3.05,1.36,3.4,1.41
16.0,Indian Wells,BNP Paribas Open,2026-03-09,Masters 1000,Outdoor,Hard,3rd Round,3,Draper J.,Cerundolo F.,45.0,13.0,175.0,783.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.63,,,1.55,2.75,1.52,2.5,1.57,2.7
16.0,Indian Wells,BNP Paribas Open,2026-03-09,Masters 1000,Outdoor,Hard,3rd Round,3,Norrie C.,De Minaur A.,34.0,7.0,240.0,1010.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.5,1.2,,,5.25,1.21,4.48,1.19,5.2,1.23
16.0,Indian Wells,BNP Paribas Open,2026-03-09,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Vacherot V.,32.0,38.0,243.0,198.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,,,1.58,2.55,1.55,2.41,1.64,2.52
16.0,Indian Wells,BNP Paribas Open,2026-03-09,Masters 1000,Outdoor,Hard,3rd Round,3,Fonseca J.,Paul T.,54.0,8.0,105.0,961.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.44,,,2.75,1.45,2.74,1.42,3.05,1.47
16.0,Indian Wells,BNP Paribas Open,2026-03-09,Masters 1000,Outdoor,Hard,3rd Round,3,Auger-Aliassime F.,Diallo G.,9.0,75.0,898.0,45.0,6.0,7.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.22,4.33,,,1.27,4.33,1.23,3.98,1.27,4.6
16.0,Indian Wells,BNP Paribas Open,2026-03-09,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,Cobolli F.,16.0,15.0,708.0,755.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,,,1.74,2.14,1.71,2.1,1.83,2.18
16.0,Indian Wells,BNP Paribas Open,2026-03-09,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Kovacevic A.,4.0,53.0,1490.0,105.0,6.0,4.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.13,6.0,,,1.13,7.0,1.11,6.43,1.13,8.6
16.0,Indian Wells,BNP Paribas Open,2026-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Rinderknech A.,1.0,73.0,3665.0,55.0,6.0,7.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.02,17.0,,,1.03,18.0,1.03,13.07,1.03,26.0
16.0,Indian Wells,BNP Paribas Open,2026-03-10,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Baez S.,3.0,28.0,1963.0,373.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.14,5.5,,,1.16,6.0,1.14,5.41,1.16,7.0
16.0,Indian Wells,BNP Paribas Open,2026-03-10,Masters 1000,Outdoor,Hard,4th Round,3,Fils A.,Auger-Aliassime F.,10.0,9.0,883.0,898.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.67,,,2.25,1.71,2.17,1.67,2.32,1.74
16.0,Indian Wells,BNP Paribas Open,2026-03-10,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,Tiafoe F.,5.0,16.0,1445.0,708.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,,,1.36,3.4,1.34,3.23,1.35,3.75
16.0,Indian Wells,BNP Paribas Open,2026-03-10,Masters 1000,Outdoor,Hard,4th Round,3,Tien L.,Davidovich Fokina A.,19.0,36.0,593.0,220.0,4.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,1.67,2.2,,,1.71,2.2,1.67,2.15,1.77,2.28
16.0,Indian Wells,BNP Paribas Open,2026-03-11,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,Fonseca J.,2.0,54.0,3590.0,105.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.07,9.0,,,1.08,9.0,1.07,8.09,1.1,10.5
16.0,Indian Wells,BNP Paribas Open,2026-03-11,Masters 1000,Outdoor,Hard,4th Round,3,Norrie C.,Hijikata R.,34.0,59.0,240.0,95.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.32,3.5,1.3,3.42,1.36,3.7
16.0,Indian Wells,BNP Paribas Open,2026-03-11,Masters 1000,Outdoor,Hard,4th Round,3,Medvedev D.,Michelsen A.,3.0,33.0,1963.0,240.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,4.0,,,1.3,4.25,1.26,3.75,1.3,4.3
16.0,Indian Wells,BNP Paribas Open,2026-03-11,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,Ruud C.,1.0,32.0,3665.0,243.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.06,10.0,,,1.08,10.0,1.07,8.11,1.08,12.5
16.0,Indian Wells,BNP Paribas Open,2026-03-12,Masters 1000,Outdoor,Hard,Quarterfinals,3,Zverev A.,Fils A.,5.0,10.0,1445.0,883.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.38,,,1.6,2.5,1.56,2.39,1.65,2.5
