ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,BFEW,BFEL
5.0,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Darderi L.,Garin C.,14.0,110.0,774.0,10.0,7.0,6.0,7.0,5.0,7.0,6.0,,,,,3.0,0.0,Completed,1.5,2.63,,,1.53,2.88,1.49,2.57,1.61,2.6
5.0,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Musetti L.,Collignon R.,21.0,74.0,513.0,48.0,4.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,,,2.0,1.0,Retired,1.25,4.0,,,1.26,4.2,1.24,3.93,1.26,4.7
5.0,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Quinn E.,Griekspoor T.,61.0,30.0,90.0,353.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.1,1.73,,,2.17,1.8,2.08,1.72,2.2,1.81
5.0,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Taberner C.,109.0,164.0,10.0,0.0,6.0,4.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,1.08,8.0,,,1.1,8.5,1.08,7.38,1.1,10.0
5.0,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Michelsen A.,57.0,33.0,100.0,240.0,4.0,6.0,6.0,4.0,6.0,3.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,1.57,2.38,,,1.62,2.45,1.56,2.38,1.63,2.56
5.0,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Mensik J.,Carreno Busta P.,17.0,132.0,703.0,0.0,7.0,5.0,4.0,6.0,2.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,1.22,4.33,,,1.24,4.33,1.22,4.08,1.24,5.0
5.0,Melbourne,Australian Open,2026-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Baez S.,Mpetshi G.,28.0,83.0,373.0,26.0,6.0,4.0,6.0,4.0,3.0,6.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,2.3,1.62,,,2.3,1.73,2.16,1.67,2.36,1.72
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Moutet C.,Zheng M.,60.0,126.0,93.0,10.0,3.0,6.0,6.0,1.0,6.0,3.0,2.0,0.0,,,2.0,1.0,Retired,1.62,2.3,,,1.67,2.35,1.64,2.24,1.74,2.32
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Tiafoe F.,Comesana F.,16.0,107.0,708.0,10.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.4,3.0,,,1.44,3.0,1.4,2.91,1.45,3.15
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Medjedovic H.,7.0,114.0,1010.0,10.0,6.0,7.0,6.0,2.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,1.13,6.0,,,1.15,6.0,1.14,5.5,1.16,6.8
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Muller A.,5.0,85.0,1445.0,23.0,6.0,3.0,4.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.05,11.0,,,1.06,11.0,1.05,9.98,1.05,17.0
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Bublik A.,Fucsovics M.,18.0,71.0,658.0,55.0,7.0,5.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.2,4.5,,,1.2,5.0,1.2,4.48,1.21,5.7
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Norrie C.,Nava E.,34.0,88.0,240.0,23.0,6.0,1.0,7.0,6.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.44,2.75,,,1.44,2.9,1.42,2.83,1.51,2.96
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Tien L.,Shevchenko A.,19.0,67.0,593.0,68.0,6.0,2.0,5.0,7.0,6.0,1.0,6.0,0.0,,,3.0,1.0,Completed,1.17,5.0,,,1.21,5.25,1.18,4.71,1.21,5.4
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Borges N.,Thompson J.,64.0,119.0,78.0,10.0,6.0,7.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.53,2.5,,,1.67,2.53,1.55,2.43,1.53,2.84
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Marozsan F.,Majchrzak K.,39.0,66.0,195.0,68.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.57,2.38,,,1.65,2.38,1.59,2.33,1.67,2.46
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Davidovich Fokina A.,Opelka R.,36.0,70.0,220.0,55.0,6.0,3.0,7.0,6.0,5.0,7.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.4,3.0,,,1.44,3.0,1.4,2.89,1.43,3.25
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Etcheverry T.,Fery A.,11.0,121.0,873.0,10.0,7.0,6.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.62,2.3,,,1.63,2.35,1.6,2.29,1.7,2.42
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Halys Q.,3.0,58.0,1963.0,95.0,6.0,7.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.1,7.0,,,1.12,7.5,1.1,6.55,1.14,7.8
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Faria J.,27.0,82.0,375.0,30.0,6.0,4.0,6.0,3.0,4.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.1,7.0,,,1.12,7.5,1.1,6.54,1.13,8.0
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Tirante T.A.,8.0,52.0,961.0,110.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.07,9.0,,,1.1,9.0,1.08,7.83,1.1,10.0
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Cerundolo F.,Dzumhur D.,13.0,78.0,783.0,33.0,6.0,3.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.2,4.5,,,1.22,4.75,1.2,4.41,1.22,5.1
5.0,Melbourne,Australian Open,2026-01-21,Grand Slam,Outdoor,Hard,2nd Round,5,Alcaraz C.,Hanfmann Y.,1.0,37.0,3665.0,201.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,26.0,,,1.02,29.0,1.01,19.31,1.01,55.0
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Ruud C.,Munar J.,32.0,76.0,243.0,43.0,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,1.4,3.0,,,1.42,3.1,1.39,2.92,1.44,3.25
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,Duckworth J.,2.0,128.0,3590.0,10.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1,51.0,,,1.01,51.0,1.01,22.15,1.01,90.0
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Kopriva V.,20.0,48.0,588.0,153.0,6.0,1.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.08,8.0,,,1.09,8.5,1.08,7.73,1.1,10.0
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Shapovalov D.,35.0,46.0,220.0,165.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.2,1.67,,,2.3,1.7,2.21,1.65,2.4,1.7
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Machac T.,Tsitsipas S.,23.0,69.0,433.0,65.0,6.0,4.0,3.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.67,2.2,,,1.7,2.45,1.59,2.32,1.65,2.52
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Gea A.,72.0,86.0,55.0,23.0,4.0,6.0,6.0,3.0,3.0,6.0,7.0,5.0,7.0,6.0,3.0,2.0,Completed,2.5,1.53,,,2.5,1.58,2.4,1.55,2.56,1.63
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Spizzirri E.,Wu Y.,68.0,80.0,68.0,30.0,6.0,2.0,6.0,4.0,6.0,7.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.67,2.2,,,1.7,2.21,1.67,2.17,1.72,2.34
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Van De Zandschulp B.,Shang J.,47.0,87.0,155.0,23.0,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,2.3,1.62,,,2.3,1.7,2.22,1.64,2.3,1.73
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Quinn E.,Hurkacz H.,61.0,94.0,90.0,20.0,6.0,4.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,4,1.25,,,4.0,1.26,3.9,1.24,4.2,1.29
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Shelton B.,Sweeny D.,6.0,122.0,1036.0,10.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.06,10.0,,,1.09,10.0,1.07,8.06,1.08,12.0
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Musetti L.,Sonego L.,21.0,109.0,513.0,10.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.2,,,1.4,3.25,1.36,3.09,1.38,3.6
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Basavareddy N.,57.0,108.0,100.0,10.0,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.29,3.75,,,1.34,3.8,1.3,3.46,1.33,3.85
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Darderi L.,Baez S.,14.0,28.0,774.0,373.0,6.0,3.0,1.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,2.5,1.53,,,2.5,1.6,2.38,1.56,2.44,1.68
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Mensik J.,Jodar R.,17.0,24.0,703.0,403.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.44,2.75,,,1.55,2.75,1.52,2.5,1.63,2.58
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Vacherot V.,Hijikata R.,38.0,59.0,198.0,95.0,6.0,1.0,6.0,3.0,4.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.5,2.63,,,1.54,2.63,1.51,2.53,1.54,2.82
5.0,Melbourne,Australian Open,2026-01-22,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Maestrelli F.,4.0,124.0,1490.0,10.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,29.0,,,1.02,29.0,1.01,17.12,1.03,32.0
5.0,Melbourne,Australian Open,2026-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Norrie C.,5.0,34.0,1445.0,240.0,7.0,5.0,4.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.2,4.5,,,1.22,5.25,1.21,4.35,1.23,5.1
5.0,Melbourne,Australian Open,2026-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Musetti L.,Machac T.,21.0,23.0,513.0,433.0,5.0,7.0,6.0,4.0,6.0,2.0,5.0,7.0,6.0,2.0,3.0,2.0,Completed,1.5,2.63,,,1.54,2.63,1.5,2.52,1.56,2.74
5.0,Melbourne,Australian Open,2026-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Bublik A.,Etcheverry T.,18.0,11.0,658.0,873.0,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.2,4.5,,,1.25,4.5,1.22,4.12,1.25,4.9
5.0,Melbourne,Australian Open,2026-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Tiafoe F.,7.0,16.0,1010.0,708.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.17,5.0,,,1.18,5.1,1.17,4.8,1.19,6.0
5.0,Melbourne,Australian Open,2026-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Darderi L.,Khachanov K.,14.0,57.0,774.0,100.0,7.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,4.5,1.2,,,4.5,1.23,4.26,1.21,4.8,1.25
5.0,Melbourne,Australian Open,2026-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Alcaraz C.,Moutet C.,1.0,60.0,3665.0,93.0,6.0,2.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.01,21.0,,,1.02,23.0,1.01,17.54,1.03,32.0
5.0,Melbourne,Australian Open,2026-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Paul T.,Davidovich Fokina A.,8.0,36.0,961.0,220.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Retired,1.44,2.75,,,1.5,2.8,1.47,2.65,1.54,2.8
5.0,Melbourne,Australian Open,2026-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Marozsan F.,3.0,39.0,1963.0,195.0,6.0,7.0,4.0,6.0,7.0,5.0,6.0,0.0,6.0,3.0,3.0,2.0,Completed,1.17,5.0,,,1.19,5.0,1.18,4.67,1.22,5.4
5.0,Melbourne,Australian Open,2026-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Tien L.,Borges N.,19.0,64.0,593.0,78.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.4,3.0,,,1.44,3.0,1.42,2.82,1.46,3.1
5.0,Melbourne,Australian Open,2026-01-23,Grand Slam,Outdoor,Hard,3rd Round,5,Cerundolo F.,Rublev A.,13.0,27.0,783.0,375.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,2.1,1.73,,,2.2,1.75,2.1,1.72,2.26,1.78
5.0,Melbourne,Australian Open,2026-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Ruud C.,Cilic M.,32.0,35.0,243.0,220.0,6.0,4.0,6.0,4.0,3.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.33,3.4,,,1.4,3.4,1.35,3.14,1.38,3.55
5.0,Melbourne,Australian Open,2026-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Mensik J.,Quinn E.,17.0,61.0,703.0,90.0,6.0,2.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.44,2.75,,,1.48,2.75,1.45,2.69,1.53,2.88
5.0,Melbourne,Australian Open,2026-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Van De Zandschulp B.,4.0,47.0,1490.0,155.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.06,10.0,,,1.08,10.0,1.07,8.23,1.08,12.0
5.0,Melbourne,Australian Open,2026-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Shelton B.,Vacherot V.,6.0,38.0,1036.0,198.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.22,4.33,,,1.29,4.33,1.23,4.04,1.26,4.7
5.0,Melbourne,Australian Open,2026-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,Spizzirri E.,2.0,68.0,3590.0,68.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,-,41.0,,,1.01,67.0,1.01,33.15,1.01,70.0
5.0,Melbourne,Australian Open,2026-01-24,Grand Slam,Outdoor,Hard,3rd Round,5,Fritz T.,Wawrinka S.,20.0,72.0,588.0,55.0,7.0,6.0,2.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.08,8.0,,,1.09,8.5,1.08,7.48,1.1,10.0
5.0,Melbourne,Australian Open,2026-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Alcaraz C.,Paul T.,1.0,8.0,3665.0,961.0,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.08,8.0,,,1.12,8.0,1.09,6.94,1.11,9.2
5.0,Melbourne,Australian Open,2026-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Zverev A.,Cerundolo F.,5.0,13.0,1445.0,783.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.2,,,1.4,3.25,1.35,3.12,1.38,3.55
5.0,Melbourne,Australian Open,2026-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Tien L.,Medvedev D.,19.0,3.0,593.0,1963.0,6.0,4.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,Completed,2.75,1.44,,,3.0,1.48,2.75,1.43,3.05,1.47
5.0,Melbourne,Australian Open,2026-01-25,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Bublik A.,7.0,18.0,1010.0,658.0,6.0,4.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.53,2.5,,,1.6,2.55,1.55,2.41,1.59,2.66
5.0,Melbourne,Australian Open,2026-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Shelton B.,Ruud C.,6.0,32.0,1036.0,243.0,3.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.53,2.5,,,1.55,2.6,1.53,2.47,1.58,2.7
5.0,Melbourne,Australian Open,2026-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Mensik J.,4.0,17.0,1490.0,703.0,,,,,,,,,,,,,Walkover,1.25,4.0,,,1.29,4.0,1.26,3.72,1.29,4.2
5.0,Melbourne,Australian Open,2026-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Musetti L.,Fritz T.,21.0,20.0,513.0,588.0,6.0,2.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,2.1,1.73,,,2.15,1.75,2.1,1.72,2.2,1.82
5.0,Melbourne,Australian Open,2026-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Sinner J.,Darderi L.,2.0,14.0,3590.0,774.0,6.0,1.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.01,26.0,,,1.02,26.0,1.02,16.08,1.03,29.0
5.0,Melbourne,Australian Open,2026-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Tien L.,5.0,19.0,1445.0,593.0,6.0,3.0,6.0,7.0,6.0,1.0,7.0,6.0,,,3.0,1.0,Completed,1.44,2.75,,,1.5,2.9,1.44,2.75,1.47,3.1
5.0,Melbourne,Australian Open,2026-01-27,Grand Slam,Outdoor,Hard,Quarterfinals,5,Alcaraz C.,De Minaur A.,1.0,7.0,3665.0,1010.0,7.0,5.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.14,5.5,,,1.16,6.0,1.14,5.39,1.17,6.6
5.0,Melbourne,Australian Open,2026-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Musetti L.,4.0,21.0,1490.0,513.0,4.0,6.0,3.0,6.0,3.0,1.0,,,,,0.0,2.0,Retired,1.3,3.5,,,1.35,4.0,1.31,3.38,1.38,3.55
5.0,Melbourne,Australian Open,2026-01-28,Grand Slam,Outdoor,Hard,Quarterfinals,5,Sinner J.,Shelton B.,2.0,6.0,3590.0,1036.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.08,8.0,,,1.1,8.5,1.08,7.42,1.11,9.4
5.0,Melbourne,Australian Open,2026-01-30,Grand Slam,Outdoor,Hard,Semifinals,5,Alcaraz C.,Zverev A.,1.0,5.0,3665.0,1445.0,6.0,4.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,1.14,5.5,,,1.19,5.5,1.16,5.19,1.2,5.9
5.0,Melbourne,Australian Open,2026-01-30,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Sinner J.,4.0,2.0,1490.0,3590.0,3.0,6.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,10,1.06,,,10.0,1.08,8.63,1.07,10.0,1.1
5.0,Melbourne,Australian Open,2026-02-01,Grand Slam,Outdoor,Hard,The Final,5,Alcaraz C.,Djokovic N.,1.0,4.0,3665.0,1490.0,2.0,6.0,6.0,2.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,1.3,3.5,,,1.33,3.8,1.31,3.44,1.36,3.7
6.0,Montpellier,Open Sud de France,2026-02-02,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Martinez P.,40.0,104.0,188.0,13.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.62,2.3,,,1.67,2.32,1.61,2.25,1.67,2.46
6.0,Montpellier,Open Sud de France,2026-02-02,ATP250,Indoor,Hard,1st Round,3,Gea A.,Mpetshi G.,86.0,83.0,23.0,26.0,6.0,3.0,0.0,0.0,,,,,,,1.0,0.0,Retired,2.2,1.67,,,2.25,1.75,2.16,1.67,2.26,1.78
6.0,Montpellier,Open Sud de France,2026-02-02,ATP250,Indoor,Hard,1st Round,3,Bautista Agut R.,O Connell C.,91.0,95.0,20.0,20.0,5.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.67,2.2,,,1.68,2.4,1.62,2.24,1.68,2.42
6.0,Montpellier,Open Sud de France,2026-02-03,ATP250,Indoor,Hard,1st Round,3,Fils A.,Royer V.,10.0,148.0,883.0,0.0,7.0,6.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,,,1.73,2.25,1.66,2.17,1.8,2.24
6.0,Montpellier,Open Sud de France,2026-02-03,ATP250,Indoor,Hard,1st Round,3,Blanchet U.,Vavassori A.,138.0,141.0,0.0,0.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.3,1.62,,,2.38,1.62,2.29,1.59,2.44,1.68
6.0,Montpellier,Open Sud de France,2026-02-03,ATP250,Indoor,Hard,1st Round,3,Humbert U.,Van De Zandschulp B.,26.0,47.0,383.0,155.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.29,3.75,,,1.3,4.25,1.29,3.53,1.34,3.85
6.0,Montpellier,Open Sud de France,2026-02-03,ATP250,Indoor,Hard,1st Round,3,Carreno Busta P.,Kecmanovic M.,132.0,50.0,0.0,150.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.1,1.73,,,2.18,1.8,2.1,1.7,2.26,1.77
6.0,Montpellier,Open Sud de France,2026-02-03,ATP250,Indoor,Hard,1st Round,3,Damm M.,Hurkacz H.,63.0,94.0,80.0,20.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4,1.25,,,4.33,1.26,3.95,1.24,4.6,1.27
6.0,Montpellier,Open Sud de France,2026-02-03,ATP250,Indoor,Hard,1st Round,3,Droguet T.,Choinski J.,62.0,182.0,83.0,0.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.32,3.75,1.3,3.43,1.34,3.75
6.0,Montpellier,Open Sud de France,2026-02-04,ATP250,Indoor,Hard,1st Round,3,Nardi L.,Basilashvili N.,102.0,178.0,13.0,0.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.62,2.3,,,1.65,2.3,1.62,2.23,1.72,2.36
6.0,Montpellier,Open Sud de France,2026-02-04,ATP250,Indoor,Hard,1st Round,3,Kovacevic A.,Kouame M.,53.0,125.0,105.0,10.0,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.4,3.0,,,1.43,3.0,1.41,2.82,1.44,3.2
6.0,Montpellier,Open Sud de France,2026-02-04,ATP250,Indoor,Hard,1st Round,3,Wawrinka S.,Medjedovic H.,72.0,114.0,55.0,10.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,,,2.75,1.56,2.54,1.5,2.88,1.52
6.0,Montpellier,Open Sud de France,2026-02-04,ATP250,Indoor,Hard,2nd Round,3,Damm M.,Bautista Agut R.,63.0,91.0,80.0,20.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,,,1.7,2.25,1.65,2.17,1.71,2.38
6.0,Montpellier,Open Sud de France,2026-02-04,ATP250,Indoor,Hard,2nd Round,3,Mannarino A.,Humbert U.,40.0,26.0,188.0,383.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,5,1.17,,,5.5,1.19,4.78,1.17,5.3,1.22
6.0,Montpellier,Open Sud de France,2026-02-04,ATP250,Indoor,Hard,2nd Round,3,Gea A.,Machac T.,86.0,23.0,23.0,433.0,6.0,3.0,4.0,5.0,,,,,,,1.0,0.0,Retired,2.75,1.44,,,2.9,1.44,2.78,1.42,3.0,1.49
6.0,Montpellier,Open Sud de France,2026-02-05,ATP250,Indoor,Hard,2nd Round,3,Auger-Aliassime F.,Wawrinka S.,9.0,72.0,898.0,55.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.5,,,1.33,3.5,1.3,3.41,1.35,3.75
6.0,Montpellier,Open Sud de France,2026-02-05,ATP250,Indoor,Hard,2nd Round,3,Nardi L.,Cobolli F.,102.0,15.0,13.0,755.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.73,,,2.15,1.73,2.11,1.7,2.22,1.81
6.0,Montpellier,Open Sud de France,2026-02-05,ATP250,Indoor,Hard,2nd Round,3,Fils A.,Blanchet U.,10.0,138.0,883.0,0.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.25,4.0,,,1.27,4.25,1.24,3.86,1.24,5.0
6.0,Montpellier,Open Sud de France,2026-02-05,ATP250,Indoor,Hard,2nd Round,3,Droguet T.,Kovacevic A.,62.0,53.0,83.0,105.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,,,1.86,2.05,1.8,1.98,1.93,2.04
