bet_no,Date,P1,P2,pick_side,pick_odds,model_conf,pick_ev,pick_correct,stake_frac,stake_units,pnl_units,bankroll_before,bankroll_after,drawdown_pct
138,2025-08-08,Coric B.,Nava E.,P1,2.5975,0.5513534893767702,0.4321406886561606,0,0.03,25.455675603919957,-25.455675603919957,848.5225201306653,823.0668445267453,32.13346446298104
139,2025-08-09,Dzumhur D.,Bellucci M.,P1,2.125,0.5524899236782248,0.17404108781622774,1,0.03,24.692005335802357,27.77850600277765,823.0668445267453,850.845350529523,29.84296888860664
140,2025-08-18,Coric B.,Blanch Dar.,P1,1.6059999999999999,0.7151725417124861,0.14856710199025264,0,0.03,25.525360515885687,-25.525360515885687,850.845350529523,825.3199900136373,31.947679821948448
141,2025-08-20,Bautista Agut R.,Fucsovics M.,P1,2.186,0.5504716843551973,0.20333110200046134,0,0.03,24.75959970040912,-24.75959970040912,825.3199900136373,800.5603903132281,33.98924942729
142,2025-08-22,Bu Y.,Van De Zandschulp B.,P2,1.972,0.6024860012802937,0.1881023945247392,1,0.03,24.016811709396844,23.344340981533733,800.5603903132281,823.9047312947619,32.06437594058977
143,2025-08-24,Giron M.,Navone M.,P1,2.048,0.5708081888678258,0.16901517080130724,1,0.03,24.717141938842854,25.90356475190731,823.9047312947619,849.8082960466692,29.928479920161916
144,2025-08-24,Quinn E.,Kym J.,P1,2.0480000000000005,0.5857534015039018,0.1996229662799911,0,0.03,25.494248881400075,-25.494248881400075,849.8082960466692,824.3140471652691,32.03062552255705
145,2025-08-26,Tsitsipas S.,Muller A.,P1,1.518,0.7141230048481433,0.08403872135948154,1,0.03,24.729421414958072,12.809840292948282,824.3140471652691,837.1238874582174,30.974381443177595
146,2025-08-26,Monfils G.,Safiullin R.,P1,1.906,0.5969277001544591,0.13774419649439895,0,0.03,25.11371662374652,-25.11371662374652,837.1238874582174,812.0101708344708,33.04514999988227
147,2025-08-27,Bautista Agut R.,Fearnley J.,P1,1.688,0.6329386912460587,0.06840051082334708,0,0.024854836781739536,20.18238026120321,-20.18238026120321,812.0101708344708,791.8277905732676,34.70930186838105
148,2025-08-27,Machac T.,Fonseca J.,P1,1.9940000000000002,0.5528629677833214,0.10240875775994307,1,0.025756729818899156,20.394894464891518,20.27252509810217,791.8277905732676,812.1003156713698,33.03771704614641
149,2025-08-28,Diallo G.,Munar J.,P1,1.9939999999999998,0.5728947640028588,0.1423521594217002,0,0.03,24.363009470141094,-24.363009470141094,812.1003156713698,787.7373062012286,35.04658553476202
150,2025-08-31,Paul T.,Bublik A.,P1,1.98,0.5978546741332602,0.18375225478385526,0,0.03,23.63211918603686,-23.63211918603686,787.7373062012286,764.1051870151917,36.995187968719165
151,2025-09-17,Giron M.,Quinn E.,P1,1.8240000000000003,0.600007657523845,0.09441396732349344,1,0.028645014357855995,21.88780405296241,18.03555053964103,764.1051870151917,782.1407375548328,35.50805440263312
152,2025-09-18,Van De Zandschulp B.,McDonald M.,P1,1.908,0.599987150936583,0.14477548398700024,0,0.03,23.46422212664498,-23.46422212664498,782.1407375548328,758.6765154281878,37.44281277055413
153,2025-09-18,Atmane T.,Prizmic D.,P1,2.128,0.5686747299388671,0.21013982530990938,0,0.03,22.760295462845633,-22.760295462845633,758.6765154281878,735.9162199653422,39.3195283874375
154,2025-09-19,Goffin D.,Vukic A.,P1,2.15,0.570276087161635,0.22609358739751528,0,0.03,22.077486598960263,-22.077486598960263,735.9162199653422,713.8387333663819,41.13994253581438
155,2025-09-20,Tien L.,Zeppieri G.,P1,1.6019999999999999,0.6989838619872427,0.11977214690356275,1,0.03,21.415162000991458,12.891927524596856,713.8387333663819,726.7306608909788,40.07692989801118
156,2025-09-21,Shevchenko A.,Daniel T.,P1,1.8059999999999998,0.5972240203384724,0.07858658073128111,1,0.02437549030126586,17.71441617618058,14.277819438001545,726.7306608909788,741.0084803289803,38.89964260145214
157,2025-09-26,Cazaux A.,Shang J.,P1,1.956,0.5598086434490902,0.09498570658642047,1,0.02483935841695093,18.406175232891677,17.596303522644444,741.0084803289803,758.6047838516248,37.448727446406174
158,2025-10-01,Cilic M.,Basilashvili N.,P1,2.0319999999999996,0.5797416181051873,0.1780349679897404,1,0.03,22.758143515548742,23.486404108046294,758.6047838516248,782.0911879596711,35.512140048146904
159,2025-10-02,Arnaldi M.,Sakamoto R.,P1,1.6,0.6702214047607562,0.07235424761720999,1,0.03,23.462735638790132,14.07764138327408,782.0911879596711,796.1688293429452,34.35135856901355
160,2025-10-03,Tien L.,Kecmanovic M.,P1,1.906,0.5715228322624749,0.08932251829227711,1,0.024647494010010273,19.62356645218713,17.77895120568154,796.1688293429452,813.9477805486267,32.88538307524294
161,2025-10-04,Norrie C.,Cazaux A.,P1,1.932,0.5598766852085157,0.08168175582285242,1,0.021910342227159985,17.833874426857726,16.6211709658314,813.9477805486267,830.5689515144581,31.51487313729487
162,2025-10-04,Tien L.,Moutet C.,P1,2.088,0.590010855165742,0.23194266558606946,1,0.03,24.917068545433743,27.109770577431913,830.5689515144581,857.6787220918901,29.279518596496168
163,2025-10-07,Djokovic N.,Munar J.,P1,1.206,0.8967638406463916,0.0814971918195482,1,0.03,25.730361662756703,5.30045450252788,857.6787220918901,862.9791765944179,28.84246602142252
164,2025-10-09,Djokovic N.,Bergs Z.,P1,1.338,0.8133337391762243,0.08824054301778822,1,0.03,25.889375297832537,8.7506088506674,862.9791765944179,871.7297854450853,28.120928626879742
165,2025-10-14,Altmaier D.,Bailly G.A.,P1,1.456,0.7279267589707081,0.05986136106135104,0,0.03,26.15189356335256,-26.15189356335256,871.7297854450853,845.5778918817327,30.27730076807335
166,2025-10-14,Cilic M.,Budkov Kjaer N.,P1,1.934,0.6304018713122559,0.2191972191179029,1,0.03,25.36733675645198,23.693092530526147,845.5778918817327,869.2709844122589,28.323670735594764
167,2025-10-15,Sonego L.,Fery A.,P1,1.6600000000000001,0.665769332321265,0.10517709165330003,1,0.03,26.078129532367768,17.21156549136273,869.2709844122589,886.4825499036217,26.90447941615954
168,2025-10-18,Rune H.,Humbert U.,P1,1.934,0.5699209015634241,0.1022270236236622,0,0.02736269368941708,24.25655047402619,-24.25655047402619,886.4825499036217,862.2259994295955,28.904569755963642
169,2025-10-18,Michelsen A.,Moutet C.,P1,2.008,0.557006777911325,0.1184696100459407,0,0.029382343761393995,25.334220715251877,-25.334220715251877,862.2259994295955,836.8917787143437,30.993520127258122
170,2025-10-21,Etcheverry T.,Budkov Kjaer N.,P1,1.7260000000000002,0.6220020052649157,0.07357546108724455,1,0.02533590257825225,21.20340857404685,15.393674624758019,836.8917787143437,852.2854533391017,29.724224233596967
171,2025-10-22,Mensik J.,Fonseca J.,P1,2.274,0.5725513682668016,0.30198181143870695,0,0.03,25.56856360017305,-25.56856360017305,852.2854533391017,826.7168897389286,31.832497506589064
172,2025-10-23,Shelton B.,Munar J.,P1,1.5374999999999999,0.7185721939813423,0.1048047482463137,0,0.03,24.801506692167855,-24.801506692167855,826.7168897389286,801.9153830467607,33.877522581391396
173,2025-10-25,Zverev A.,Musetti L.,P1,1.9274999999999998,0.6169512571943412,0.18917354824209254,1,0.03,24.05746149140282,22.313295533276108,801.9153830467607,824.2286785800368,32.03766464721861
174,2025-10-27,Rublev A.,Fearnley J.,P1,1.665,0.6429121534089157,0.07044873542584468,1,0.026484487002197268,21.829273724691213,14.516467026919656,824.2286785800368,838.7451456069564,30.840699501670954
175,2025-10-27,Dimitrov G.,Mpetshi Perricard G.,P1,2.41,0.6139875533484306,0.4797100035697178,1,0.03,25.16235436820869,35.47891965917425,838.7451456069564,874.2240652661307,27.915261090591635
176,2025-10-28,Griekspoor T.,Diallo G.,P1,1.8325,0.5868616713819914,0.07542401280749927,0,0.022649853695945712,19.801047175752753,-19.801047175752753,874.2240652661307,854.4230180903779,29.547969880600178
177,2025-10-28,Shelton B.,Cobolli F.,P1,2.0025,0.5707050643624075,0.1428368913857211,1,0.03,25.632690542711337,25.696772269068113,854.4230180903779,880.119790359446,27.42912507475923
178,2025-10-31,De Minaur A.,Bublik A.,P1,1.7720000000000002,0.6056401106549576,0.07319427608058499,0,0.023702809611588414,20.861311826281057,-20.861311826281057,880.119790359446,859.258478533165,29.149258706458607
179,2025-11-01,Auger-Aliassime F.,Bublik A.,P1,1.94,0.5925732028461825,0.14959201352159412,1,0.03,25.777754355994947,24.231089094635248,859.258478533165,883.4895676278002,27.151267801980744
180,2025-11-04,Etcheverry T.,McDonald M.,P1,1.83,0.595690393630696,0.09011342034417369,1,0.027142596489208907,23.980200836547024,19.90356669433403,883.4895676278002,903.3931343221342,25.510105695455685
181,2025-11-04,Norrie C.,Cazaux A.,P1,1.818,0.5950437456190537,0.08178952953543966,1,0.024996799980268828,22.58193748219852,18.472024860438392,903.3931343221342,921.8651591825726,23.986982342877358
182,2025-11-07,Djokovic N.,Hanfmann Y.,P1,1.23,0.8781649724843199,0.08014291615571348,1,0.03,27.655954775477177,6.36086959835975,921.8651591825726,928.2260287809323,23.462492521043213
183,2025-11-07,Norrie C.,Sonego L.,P1,2.0975,0.581166628831757,0.2189970039746103,1,0.03,27.84678086342797,30.561841997612202,928.2260287809323,958.7878707785445,20.942495087298564
184,2025-11-08,Djokovic N.,Musetti L.,P1,1.375,0.7731260435862213,0.06304830993105426,1,0.03,28.763636123356335,10.786363546258626,958.7878707785445,969.5742343248031,20.053098157030675
185,2026-01-05,Opelka R.,Sweeny D.,P1,1.608,0.6635355984214939,0.06696524226176226,1,0.02753505027210614,26.697275284672273,16.231943373080746,969.5742343248031,985.8061776978839,18.71468224453273
186,2026-01-13,Fucsovics M.,Quinn E.,P1,1.8240000000000003,0.6245631210931011,0.13920313287381658,1,0.03,29.574185330936515,24.369128712691698,985.8061776978839,1010.1753064105756,16.70530918961758
187,2026-01-13,Machac T.,Duckworth J.,P1,1.6460000000000001,0.6486961209591615,0.06775381509877992,1,0.026220516679094415,26.48731847054781,17.11080773197389,1010.1753064105756,1027.2861141425494,15.294425919648411
188,2026-01-14,Machac T.,Halys Q.,P1,1.615,0.6849580123027157,0.10620718986888583,1,0.03,30.818583424276483,18.953428805930038,1027.2861141425494,1046.2395429484795,13.731608077865918
189,2026-01-15,Machac T.,Munar J.,P1,1.825,0.6138843736059783,0.1203389818309103,1,0.03,31.387186288454384,25.894428687974866,1046.2395429484795,1072.1339716364544,11.596465377793102
190,2026-01-18,Dzumhur D.,Draxl L.,P1,1.7725,0.6374561116093316,0.12989095782754018,1,0.03,32.16401914909363,24.84670479267483,1072.1339716364544,1096.9806764291293,9.547713462923447
191,2026-01-18,Korda S.,Zheng M.,P1,1.3175,0.844102583752126,0.11210515409342592,0,0.03,32.909420292873875,-32.909420292873875,1096.9806764291293,1064.0712561362554,12.261282059035743
192,2026-01-19,Opelka R.,Budkov Kjaer N.,P1,1.58,0.6989432214330968,0.10433028986429305,1,0.03,31.922137684087662,18.514839856770845,1064.0712561362554,1082.5860959930262,10.73462836686297
193,2026-01-19,Tabilo A.,Halys Q.,P1,2.1075,0.5784277665499846,0.21903651800409252,0,0.03,32.47758287979079,-32.47758287979079,1082.5860959930262,1050.1085131132354,13.412589515857082
194,2026-01-19,Atmane T.,Maestrelli F.,P1,1.53,0.7054742381882722,0.07937558442805642,0,0.03,31.503255393397062,-31.503255393397062,1050.1085131132354,1018.6052577198384,16.010211830381365
195,2026-01-20,Griekspoor T.,Quinn E.,P1,1.7650000000000001,0.627139923603091,0.10690196515945571,0,0.03,30.558157731595152,-30.558157731595152,1018.6052577198384,988.0470999882432,18.529905475469928
196,2026-01-20,Monfils G.,Sweeny D.,P1,1.5700000000000003,0.7119167558876052,0.1177093067435403,0,0.03,29.641412999647294,-29.641412999647294,988.0470999882432,958.4056869885959,20.97400831120583
197,2026-01-20,Duckworth J.,Prizmic D.,P1,2.1149999999999998,0.5539267444797304,0.17155506457462977,1,0.03,28.752170609657878,32.05867022976852,958.4056869885959,990.4643572183644,18.33058888921567
198,2026-01-21,Etcheverry T.,Fery A.,P1,1.6375,0.6554802628167584,0.07334893036244189,1,0.0287642864166439,28.49000045650613,18.162375291022656,990.4643572183644,1008.626732509387,16.83299790213903
199,2026-01-22,Wawrinka S.,Gea A.,P1,2.49,0.5696838486478268,0.41851278313308893,1,0.03,30.25880197528161,45.0856149431696,1008.626732509387,1053.7123474525565,13.115432908364655
200,2026-01-22,Mensik J.,Jodar R.,P1,1.535,0.7063378336096893,0.08422857459087296,1,0.03,31.611370423576695,16.91208317661353,1053.7123474525565,1070.62443062917,11.720935606543904
201,2026-01-24,Mensik J.,Quinn E.,P1,1.4749999999999999,0.7410604269724859,0.09306412978441653,1,0.03,32.118732918875104,15.25639813646567,1070.62443062917,1085.8808287656357,10.462958938937163
202,2026-01-28,Djokovic N.,Musetti L.,P1,1.335,0.838732916441515,0.11970844344942255,1,0.03,32.57642486296907,10.913102329094638,1085.8808287656357,1096.7939310947304,9.563111676273474
203,2026-02-02,Mpetshi G.,Gea A.,P1,1.7175,0.6286504887762004,0.07970721447312429,0,0.027772548596907434,30.460762752121543,-30.460762752121543,1096.7939310947304,1066.3331683426088,12.074774552197262
204,2026-02-06,Mannarino A.,Gea A.,P1,2.1375,0.5798264958179176,0.23937913481079887,1,0.03,31.989995050278264,36.38861936969153,1066.3331683426088,1102.7217877123003,9.074326233790998
205,2026-02-09,Kopriva V.,Barrena A.,P1,1.495,0.7365933766824623,0.10120709814028117,1,0.03,33.08165363136901,16.375418547527662,1102.7217877123003,1119.097206259828,7.72407997836279
206,2026-02-09,Martinez P.,Midon L.,P1,1.7699999999999998,0.6709753042057871,0.187626288444243,1,0.03,33.57291618779484,25.85114546460202,1119.097206259828,1144.94835172443,5.592506225862969
207,2026-02-09,Dzumhur D.,Dellien H.,P1,2.0175,0.5718978342461112,0.15380388059152938,0,0.03,34.3484505517329,-34.3484505517329,1144.94835172443,1110.5999011726972,8.424731039087078
208,2026-02-10,Djere L.,Burruchaga R.,P1,2.205,0.5521590123840787,0.21751062230689366,0,0.03,33.317997035180916,-33.317997035180916,1110.5999011726972,1077.2819041375162,11.171989107914468
209,2026-02-11,Quinn E.,Svajda T.,P1,1.265,0.8451013287131511,0.0690531808221361,1,0.03,32.31845712412549,8.564391137893251,1077.2819041375162,1085.8462952754094,10.465806421322396
210,2026-02-11,Shapovalov D.,Jodar R.,P1,1.7825000000000002,0.6509279508288571,0.160279072352438,1,0.03,32.57538885826228,25.49024178159024,1085.8462952754094,1111.3365370569995,8.363991227062947
211,2026-02-11,Kovacevic A.,Kypson P.,P1,1.6600000000000001,0.6873823206131199,0.14105465221777908,1,0.03,33.34009611170998,22.004463433728592,1111.3365370569995,1133.3410004907282,6.549598253358785
212,2026-02-11,Etcheverry T.,Burruchaga R.,P1,1.7675,0.6536578859152192,0.15534031335515008,1,0.03,34.00023001472184,26.095176536299018,1133.3410004907282,1159.4361770270273,4.397902753142368
213,2026-02-11,Navone M.,Nava E.,P1,1.4699999999999998,0.7222984614273202,0.06177873829816055,1,0.03,34.78308531081082,16.348050096081074,1159.4361770270273,1175.7842271231084,3.0499131819616716
214,2026-02-11,Mannarino A.,Walton A.,P1,1.7,0.631265086482454,0.07315064702017188,1,0.026125231078632835,30.71763463220292,21.502344242542044,1175.7842271231084,1197.2865713656504,1.2769227871113393
215,2026-02-12,Khachanov K.,Munar J.,P1,1.6625,0.6578994774367795,0.09375788123864592,0,0.03,35.91859714096951,-35.91859714096951,1197.2865713656504,1161.367974224681,4.238615103497998
216,2026-02-16,Garin C.,Tirante T.A.,P1,1.855,0.6001766637860236,0.11332771132307384,0,0.03,34.84103922674043,-34.84103922674043,1161.367974224681,1126.5269349979405,7.111456650393051
217,2026-02-16,Kopriva V.,Heide G.,P1,1.6925,0.6793633997982778,0.14982255415858503,1,0.03,33.795808049938216,23.403597074582212,1126.5269349979405,1149.9305320725227,5.181697162304969
218,2026-02-17,Ugo Carabelli C.,Burruchaga R.,P1,1.7425000000000002,0.6263391308283781,0.09139593546844893,0,0.03,34.49791596217568,-34.49791596217568,1149.9305320725227,1115.432616110347,8.026246247435823
219,2026-02-17,Hanfmann Y.,Reis Da Silva J.,P1,1.2875,0.8183563960564251,0.05363385992264735,1,0.03,33.46297848331041,9.620606313951745,1115.432616110347,1125.0532224242988,7.232972621319951
220,2026-02-18,Fils A.,Halys Q.,P1,1.35,0.8178600948353061,0.10411112802766331,1,0.03,33.751596672728965,11.813058835455141,1125.0532224242988,1136.866281259754,6.258918833843806
221,2026-02-23,Pellegrino A.,Barrena A.,P1,1.83,0.593051405280077,0.08528407166254104,1,0.02568797339233167,29.203790783639615,24.23914635042088,1136.866281259754,1161.105427610175,4.260263562869164
222,2026-02-24,Norrie C.,Jodar R.,P1,1.6749999999999998,0.6388766965541834,0.07011846672825717,0,0.025969802491947063,30.15367862736398,-30.15367862736398,1161.105427610175,1130.951748982811,6.746605608772511
223,2026-02-24,Griekspoor T.,Virtanen O.,P1,1.6724999999999999,0.6514198578894479,0.08949971232010151,1,0.03,33.92855246948433,22.816951535728208,1130.951748982811,1153.7687005185394,4.865218376929488
224,2026-02-24,Burruchaga R.,Moller E.,P1,1.4525,0.7395556866334271,0.07420463483505274,0,0.03,34.61306101555618,-34.61306101555618,1153.7687005185394,1119.1556395029831,7.719261825621608
225,2026-02-25,Mannarino A.,Shimabukuro S.,P1,1.78,0.6059295245677292,0.07855455373055797,0,0.025177741580307077,28.177811479549415,-28.177811479549415,1119.1556395029831,1090.9778280234336,10.042682404216094
226,2026-02-25,Tabilo A.,Barrios M.,P1,1.625,0.6680059980884778,0.08550974689377644,1,0.03,32.72933484070301,20.455834275439383,1090.9778280234336,1111.433662298873,8.355982699295142
227,2026-03-05,Monfils G.,Galarneau A.,P1,1.615,0.6718816049635861,0.08508879201619152,1,0.03,33.34300986896619,20.50595106941421,1111.433662298873,1131.9396133682872,6.665150580097147
228,2026-03-05,Dimitrov G.,Atmane T.,P1,1.64,0.6573090224665327,0.0779867968451135,1,0.03,33.958188401048616,21.73324057667111,1131.9396133682872,1153.6728539449582,4.873121471235017
229,2026-03-05,Dzumhur D.,Fearnley J.,P1,2.1500000000000004,0.5626311321337134,0.20965693408748398,0,0.03,34.610185618348744,-34.610185618348744,1153.6728539449582,1119.0626683266094,7.726927827097975
230,2026-03-12,Djokovic N.,Draper J.,P1,1.6824999999999999,0.6628214606098133,0.11519710747601075,0,0.03,33.57188004979828,-33.57188004979828,1119.0626683266094,1085.4907882768111,10.49511999228503
231,2026-03-19,Dimitrov G.,Collignon R.,P1,1.6625,0.6457203008985426,0.07351000024382714,0,0.027739622733519674,30.11110494750962,-30.11110494750962,1085.4907882768111,1055.3796833293015,12.977951596507989
232,2026-03-19,Fearnley J.,Damm M.,P2,2.0475,0.5708211271178156,0.16875625777372738,1,0.03,31.661390499879044,33.16530654862329,1055.3796833293015,1088.5449898779248,10.24328372542826
233,2026-03-22,Lehecka J.,Quinn E.,P1,1.7599999999999998,0.6319357317617907,0.11220688790075156,1,0.03,32.65634969633774,24.818825769216676,1088.5449898779248,1113.3638156471413,8.196830594368034
234,2026-03-23,Majchrzak K.,Halys Q.,P1,1.7525000000000002,0.6335762178215454,0.11034232173225839,0,0.03,33.40091446941424,-33.40091446941424,1113.3638156471413,1079.9629011777272,10.950925676536984
235,2026-03-30,Pinnington Jones J.,Zhang Zh.,P2,1.76,0.6225764563777981,0.09573456322492468,1,0.03,32.39888703533182,24.623154146852183,1079.9629011777272,1104.5860553245793,8.920606781962032
236,2026-03-31,Muller A.,Cina F.,P1,1.7275,0.6475054317373479,0.11856563332626846,1,0.03,33.13758165973738,24.107590657458942,1104.5860553245793,1128.6936459820383,6.9327990249783475
237,2026-04-02,Machac T.,Jodar R.,P1,1.8625,0.5795251779356203,0.07936564390509282,0,0.023004534465244326,25.96507187969608,-25.96507187969608,1128.6936459820383,1102.7285741023422,9.073766657392055
238,2026-04-06,Shapovalov D.,Blockx A.,P1,2.01,0.5755927087179823,0.15694134452314423,0,0.03,33.081857223070266,-33.081857223070266,1102.7285741023422,1069.646716879272,11.801553657670295
239,2026-04-07,Cilic M.,Shevchenko A.,P1,1.8399999999999999,0.5888197695103957,0.08342837589912805,1,0.024829873779502416,26.55919296877148,22.30972209376804,1069.646716879272,1091.95643897304,9.961990373878562
240,2026-04-08,Ruud C.,Moutet C.,P1,1.37,0.8097314675073908,0.10933211048512548,1,0.03,32.7586931691912,12.120716472600746,1091.95643897304,1104.0771554456405,8.962568467028623
241,2026-04-13,Hanfmann Y.,Blockx A.,P1,2.0,0.5835787871502696,0.16715757430053912,0,0.03,33.12231466336922,-33.12231466336922,1104.0771554456405,1070.9548407822713,11.693691413017767
242,2026-04-13,Diallo G.,Sachko V.,P1,1.625,0.6880588341183216,0.1180956054422726,1,0.03,32.12864522346814,20.080403264667588,1070.9548407822713,1091.035244046939,10.037948127011843
243,2026-04-13,Rinderknech A.,Michelsen A.,P1,1.675,0.6453390101268166,0.08094284196241786,1,0.029978830356451054,32.707960494192356,22.07787333357984,1091.035244046939,1113.1131173805188,8.217502090169312
244,2026-04-14,Musetti L.,Landaluce M.,P1,1.23,0.8540358594426052,0.050464107114404355,1,0.03,33.39339352141556,7.680480509925578,1113.1131173805188,1120.7935978904443,7.584202854591489
245,2026-04-15,Cobolli F.,Bergs Z.,P1,1.665,0.6543866115490787,0.0895537082292161,1,0.03,33.62380793671333,22.359832277914364,1120.7935978904443,1143.1534301683587,5.7405077015405865
