league,bin_idx,bin_start,bin_end,n,avg_pred,actual_rate,hits,target_mode,outcome,calib_gap
England/Championship,8,0.4,0.45,15,0.43744097211992833,0.3333333333333333,5.0,O25,U,0.10410763878659501
England/Championship,9,0.45,0.5,325,0.4841395529733434,0.48,156.0,O25,U,0.004139552973343397
England/Championship,10,0.5,0.55,996,0.52558443504065,0.5140562248995983,512.0,O25,U,0.011528210141051654
England/Championship,11,0.55,0.6000000000000001,266,0.5651080113836435,0.5714285714285714,152.0,O25,U,-0.00632056004492787
England/Championship,12,0.6000000000000001,0.6500000000000001,6,0.6058124698873625,0.0,0.0,O25,U,0.6058124698873625
England/League_One,9,0.45,0.5,308,0.48883336633277663,0.5194805194805194,160.0,O25,U,-0.0306471531477428
England/League_One,10,0.5,0.55,1280,0.5206851762540881,0.49140625,629.0,O25,U,0.029278926254088067
England/League_One,11,0.55,0.6000000000000001,23,0.554164242037738,0.5652173913043478,13.0,O25,U,-0.01105314926660983
England/League_Two,8,0.4,0.45,6,0.4472644416737026,0.3333333333333333,2.0,O25,U,0.11393110834036929
England/League_Two,9,0.45,0.5,229,0.48575919731783196,0.4192139737991266,96.0,O25,U,0.06654522351870534
England/League_Two,10,0.5,0.55,1205,0.5265323917189467,0.5062240663900415,610.0,O25,U,0.020308325328905252
England/League_Two,11,0.55,0.6000000000000001,179,0.5578323164458387,0.5921787709497207,106.0,O25,U,-0.03434645450388196
England/Premier_League,7,0.35000000000000003,0.4,49,0.38488200350500756,0.2653061224489796,13.0,O25,U,0.11957588105602796
England/Premier_League,8,0.4,0.45,255,0.4286014371620258,0.34509803921568627,88.0,O25,U,0.08350339794633954
England/Premier_League,9,0.45,0.5,381,0.47559043265150747,0.3989501312335958,152.0,O25,U,0.07664030141791167
England/Premier_League,10,0.5,0.55,271,0.5224480196799369,0.46494464944649444,126.0,O25,U,0.057503370233442486
England/Premier_League,11,0.55,0.6000000000000001,107,0.5688290692151011,0.5420560747663551,58.0,O25,U,0.026772994448746035
England/Premier_League,12,0.6000000000000001,0.6500000000000001,16,0.6155225535098618,0.625,10.0,O25,U,-0.009477446490138153
France/Ligue_1,5,0.25,0.3,1,0.29573696039455966,0.0,0.0,O25,U,0.29573696039455966
France/Ligue_1,6,0.30000000000000004,0.35000000000000003,24,0.3333123445785277,0.16666666666666666,4.0,O25,U,0.16664567791186105
France/Ligue_1,7,0.35000000000000003,0.4,80,0.377139195791336,0.3625,29.0,O25,U,0.01463919579133599
France/Ligue_1,8,0.4,0.45,147,0.4247939009543744,0.46938775510204084,69.0,O25,U,-0.04459385414766642
France/Ligue_1,9,0.45,0.5,211,0.4741121042098731,0.4597156398104265,97.0,O25,U,0.014396464399446585
France/Ligue_1,10,0.5,0.55,199,0.5248067686216219,0.5276381909547738,105.0,O25,U,-0.002831422333151923
France/Ligue_1,11,0.55,0.6000000000000001,153,0.570789505804485,0.49019607843137253,75.0,O25,U,0.08059342737311243
France/Ligue_1,12,0.6000000000000001,0.6500000000000001,51,0.616823295620395,0.47058823529411764,24.0,O25,U,0.1462350603262773
France/Ligue_1,13,0.65,0.7000000000000001,4,0.664049887300935,0.75,3.0,O25,U,-0.08595011269906505
France/Ligue_2,10,0.5,0.55,40,0.5427980808321345,0.45,18.0,O25,U,0.09279808083213453
France/Ligue_2,11,0.55,0.6000000000000001,639,0.5799493205514152,0.5492957746478874,351.0,O25,U,0.030653545903527868
France/Ligue_2,12,0.6000000000000001,0.6500000000000001,276,0.6130492578797241,0.4927536231884058,136.0,O25,U,0.12029563469131827
Germany/Bundesliga_1,4,0.2,0.25,14,0.23362700479081325,0.2857142857142857,4.0,O25,U,-0.05208728092347245
Germany/Bundesliga_1,5,0.25,0.3,63,0.27962287543331477,0.3333333333333333,21.0,O25,U,-0.05371045790001855
Germany/Bundesliga_1,6,0.30000000000000004,0.35000000000000003,139,0.3268922789537687,0.37410071942446044,52.0,O25,U,-0.047208440470691726
Germany/Bundesliga_1,7,0.35000000000000003,0.4,225,0.3756652008299102,0.39111111111111113,88.0,O25,U,-0.015445910281200959
Germany/Bundesliga_1,8,0.4,0.45,210,0.4240210937998888,0.3476190476190476,73.0,O25,U,0.07640204618084118
Germany/Bundesliga_1,9,0.45,0.5,141,0.47233498525258105,0.3900709219858156,55.0,O25,U,0.08226406326676544
Germany/Bundesliga_1,10,0.5,0.55,62,0.5184942396522275,0.532258064516129,33.0,O25,U,-0.013763824863901486
Germany/Bundesliga_1,11,0.55,0.6000000000000001,18,0.5688020153376743,0.5,9.0,O25,U,0.06880201533767427
Germany/Bundesliga_1,12,0.6000000000000001,0.6500000000000001,1,0.6139787819416866,1.0,1.0,O25,U,-0.38602121805831335
Germany/Bundesliga_2,6,0.30000000000000004,0.35000000000000003,10,0.3408619213327099,0.4,4.0,O25,U,-0.059138078667290095
Germany/Bundesliga_2,7,0.35000000000000003,0.4,81,0.3800215591834206,0.41975308641975306,34.0,O25,U,-0.03973152723633244
Germany/Bundesliga_2,8,0.4,0.45,265,0.4257294948474644,0.38113207547169814,101.0,O25,U,0.04459741937576628
Germany/Bundesliga_2,9,0.45,0.5,322,0.47453682686032583,0.38509316770186336,124.0,O25,U,0.08944365915846247
Germany/Bundesliga_2,10,0.5,0.55,159,0.520397149523431,0.44025157232704404,70.0,O25,U,0.08014557719638693
Germany/Bundesliga_2,11,0.55,0.6000000000000001,34,0.5677665772389973,0.5294117647058824,18.0,O25,U,0.0383548125331149
Germany/Bundesliga_2,12,0.6000000000000001,0.6500000000000001,2,0.6167759558464446,1.0,2.0,O25,U,-0.3832240441535554
Italy/Serie_A,7,0.35000000000000003,0.4,7,0.38063573562098924,0.42857142857142855,3.0,O25,U,-0.04793569295043931
Italy/Serie_A,8,0.4,0.45,114,0.43109241097094264,0.39473684210526316,45.0,O25,U,0.03635556886567948
Italy/Serie_A,9,0.45,0.5,360,0.4793002087239652,0.5111111111111111,184.0,O25,U,-0.031810902387145845
Italy/Serie_A,10,0.5,0.55,464,0.5222882185323352,0.5495689655172413,255.0,O25,U,-0.027280746984906123
Italy/Serie_A,11,0.55,0.6000000000000001,133,0.5652781035896308,0.5413533834586466,72.0,O25,U,0.023924720130984234
Italy/Serie_A,12,0.6000000000000001,0.6500000000000001,2,0.6050144633245609,1.0,2.0,O25,U,-0.3949855366754391
Italy/Serie_B,10,0.5,0.55,222,0.5415807213433347,0.5,111.0,O25,U,0.04158072134333468
Italy/Serie_B,11,0.55,0.6000000000000001,852,0.5690851504585357,0.5305164319248826,452.0,O25,U,0.03856871853365307
Italy/Serie_B,12,0.6000000000000001,0.6500000000000001,26,0.607193475420024,0.4230769230769231,11.0,O25,U,0.18411655234310093
Netherlands/Eredivisie,5,0.25,0.3,7,0.2915258772928599,0.14285714285714285,1.0,O25,U,0.14866873443571704
Netherlands/Eredivisie,6,0.30000000000000004,0.35000000000000003,79,0.3302201434962895,0.34177215189873417,27.0,O25,U,-0.011552008402444691
Netherlands/Eredivisie,7,0.35000000000000003,0.4,197,0.37874873949065463,0.350253807106599,69.0,O25,U,0.02849493238405565
Netherlands/Eredivisie,8,0.4,0.45,360,0.4264936089574338,0.41944444444444445,151.0,O25,U,0.00704916451298937
Netherlands/Eredivisie,9,0.45,0.5,205,0.4701912912073539,0.4195121951219512,86.0,O25,U,0.05067909608540272
Netherlands/Eredivisie,10,0.5,0.55,34,0.5143725537227094,0.5,17.0,O25,U,0.014372553722709402
Portugal/Primeira_Liga,6,0.30000000000000004,0.35000000000000003,5,0.3401398737015823,0.2,1.0,O25,U,0.14013987370158226
Portugal/Primeira_Liga,7,0.35000000000000003,0.4,40,0.3785025341493947,0.275,11.0,O25,U,0.1035025341493947
Portugal/Primeira_Liga,8,0.4,0.45,89,0.4286546240432745,0.34831460674157305,31.0,O25,U,0.08034001730170143
Portugal/Primeira_Liga,9,0.45,0.5,160,0.47571350754665254,0.375,60.0,O25,U,0.10071350754665254
Portugal/Primeira_Liga,10,0.5,0.55,207,0.5257162806837383,0.45893719806763283,95.0,O25,U,0.06677908261610549
Portugal/Primeira_Liga,11,0.55,0.6000000000000001,239,0.5748813753115934,0.5481171548117155,131.0,O25,U,0.026764220499877922
Portugal/Primeira_Liga,12,0.6000000000000001,0.6500000000000001,124,0.6194616894632196,0.6048387096774194,75.0,O25,U,0.014622979785800183
Portugal/Primeira_Liga,13,0.65,0.7000000000000001,7,0.6598205182433213,0.7142857142857143,5.0,O25,U,-0.05446519604239297
Scotland/Championship,7,0.35000000000000003,0.4,10,0.37664430385856107,0.5,5.0,O25,U,-0.12335569614143893
Scotland/Championship,8,0.4,0.45,49,0.4276586429691642,0.5102040816326531,25.0,O25,U,-0.08254543866348885
Scotland/Championship,9,0.45,0.5,100,0.47628908978868173,0.48,48.0,O25,U,-0.0037109102113182524
Scotland/Championship,10,0.5,0.55,140,0.527108333930582,0.45,63.0,O25,U,0.07710833393058197
Scotland/Championship,11,0.55,0.6000000000000001,116,0.5745208017069168,0.5344827586206896,62.0,O25,U,0.04003804308622716
Scotland/Championship,12,0.6000000000000001,0.6500000000000001,83,0.6198837439270449,0.5180722891566265,43.0,O25,U,0.10181145477041842
Scotland/Championship,13,0.65,0.7000000000000001,24,0.6737838861949584,0.625,15.0,O25,U,0.04878388619495844
Scotland/Championship,14,0.7000000000000001,0.7500000000000001,3,0.709654586040762,0.6666666666666666,2.0,O25,U,0.04298791937409541
Scotland/League_One,8,0.4,0.45,294,0.4341108579918707,0.47959183673469385,141.0,O25,U,-0.04548097874282314
Scotland/League_One,9,0.45,0.5,231,0.4520695676898283,0.4069264069264069,94.0,O25,U,0.0451431607634214
Scotland/League_Two,6,0.30000000000000004,0.35000000000000003,5,0.3273883740070943,0.2,1.0,O25,U,0.1273883740070943
Scotland/League_Two,7,0.35000000000000003,0.4,21,0.38566197390228185,0.5714285714285714,12.0,O25,U,-0.18576659752628955
Scotland/League_Two,8,0.4,0.45,97,0.4283698130061502,0.5051546391752577,49.0,O25,U,-0.07678482616910753
Scotland/League_Two,9,0.45,0.5,172,0.47685116278734896,0.5348837209302325,92.0,O25,U,-0.05803255814288355
Scotland/League_Two,10,0.5,0.55,150,0.5238465740798278,0.5066666666666667,76.0,O25,U,0.01717990741316111
Scotland/League_Two,11,0.55,0.6000000000000001,64,0.568541739799002,0.390625,25.0,O25,U,0.17791673979900202
Scotland/League_Two,12,0.6000000000000001,0.6500000000000001,16,0.6196932764012241,0.3125,5.0,O25,U,0.30719327640122407
Scotland/Premiership,6,0.30000000000000004,0.35000000000000003,3,0.33211906797613205,0.0,0.0,O25,U,0.33211906797613205
Scotland/Premiership,7,0.35000000000000003,0.4,54,0.3815059379278408,0.46296296296296297,25.0,O25,U,-0.08145702503512214
Scotland/Premiership,8,0.4,0.45,141,0.428889849984237,0.3829787234042553,54.0,O25,U,0.0459111265799817
Scotland/Premiership,9,0.45,0.5,244,0.4750247855976683,0.4262295081967213,104.0,O25,U,0.048795277400947024
Scotland/Premiership,10,0.5,0.55,172,0.5208216016196152,0.4883720930232558,84.0,O25,U,0.03244950859635942
Scotland/Premiership,11,0.55,0.6000000000000001,38,0.5677424056524534,0.6578947368421053,25.0,O25,U,-0.09015233118965194
Scotland/Premiership,12,0.6000000000000001,0.6500000000000001,2,0.6181384772655807,0.5,1.0,O25,U,0.11813847726558069
Spain/Segunda_Division,8,0.4,0.45,4,0.4383795584520591,0.5,2.0,O25,U,-0.061620441547940885
Spain/Segunda_Division,9,0.45,0.5,36,0.4803515204658643,0.4722222222222222,17.0,O25,U,0.008129298243642114
Spain/Segunda_Division,10,0.5,0.55,231,0.532630222363318,0.4935064935064935,114.0,O25,U,0.039123728856824525
Spain/Segunda_Division,11,0.55,0.6000000000000001,681,0.576449752437883,0.5697503671071953,388.0,O25,U,0.006699385330687702
Spain/Segunda_Division,12,0.6000000000000001,0.6500000000000001,334,0.6176565958676223,0.5778443113772455,193.0,O25,U,0.03981228449037688
Spain/Segunda_Division,13,0.65,0.7000000000000001,23,0.6606879645374092,0.4782608695652174,11.0,O25,U,0.18242709497219178
Turkey/Super_Lig,6,0.30000000000000004,0.35000000000000003,9,0.3393258151556563,0.1111111111111111,1.0,O25,U,0.2282147040445452
Turkey/Super_Lig,7,0.35000000000000003,0.4,85,0.38109017826453945,0.25882352941176473,22.0,O25,U,0.12226664885277472
Turkey/Super_Lig,8,0.4,0.45,205,0.4286144418983758,0.4682926829268293,96.0,O25,U,-0.03967824102845352
Turkey/Super_Lig,9,0.45,0.5,354,0.477060860832431,0.4971751412429379,176.0,O25,U,-0.02011428041050689
Turkey/Super_Lig,10,0.5,0.55,278,0.5210679976849943,0.5287769784172662,147.0,O25,U,-0.007708980732271886
Turkey/Super_Lig,11,0.55,0.6000000000000001,51,0.5625713318109831,0.45098039215686275,23.0,O25,U,0.11159093965412031
Turkey/Super_Lig,12,0.6000000000000001,0.6500000000000001,1,0.6012545411726469,0.0,0.0,O25,U,0.6012545411726469
ALL,2,0.1,0.15000000000000002,12,0.14165627788693957,0.08333333333333333,1.0,SHTOU,O,0.058322944553606246
ALL,3,0.15000000000000002,0.2,165,0.1791202010778178,0.22424242424242424,37.0,SHTOU,O,-0.045122223164606456
ALL,4,0.2,0.25,627,0.2298310447277311,0.215311004784689,135.0,SHTOU,O,0.014520039943042101
ALL,5,0.25,0.3,1349,0.2776062367656773,0.2727946627131208,368.0,SHTOU,O,0.0048115740525565
ALL,6,0.30000000000000004,0.35000000000000003,1926,0.32553493928697746,0.2757009345794392,531.0,SHTOU,O,0.04983400470753824
ALL,7,0.35000000000000003,0.4,2036,0.37464673937730475,0.33153241650294696,675.0,SHTOU,O,0.04311432287435779
ALL,8,0.4,0.45,1881,0.4247700618621114,0.38171185539606595,718.0,SHTOU,O,0.04305820646604547
ALL,9,0.45,0.5,1423,0.47387468565386026,0.42164441321152496,600.0,SHTOU,O,0.0522302724423353
ALL,10,0.5,0.55,1055,0.5214864018824829,0.4909952606635071,518.0,SHTOU,O,0.030491141218975726
ALL,11,0.55,0.6000000000000001,438,0.5719855245259802,0.5547945205479452,243.0,SHTOU,O,0.01719100397803497
ALL,12,0.6000000000000001,0.6500000000000001,180,0.6210494424289283,0.6388888888888888,115.0,SHTOU,O,-0.017839446459960495
ALL,13,0.65,0.7000000000000001,67,0.6716186137674268,0.6716417910447762,45.0,SHTOU,O,-2.3177277349351044e-05
ALL,14,0.7000000000000001,0.7500000000000001,31,0.7238670823297328,0.8387096774193549,26.0,SHTOU,O,-0.11484259508962202
ALL,15,0.75,0.8,7,0.7714770015131268,0.42857142857142855,3.0,SHTOU,O,0.34290557294169827
Belgium/First_Division_A,7,0.35000000000000003,0.4,15,0.3907136492315945,0.3333333333333333,5.0,SHTOU,O,0.0573803158982612
Belgium/First_Division_A,8,0.4,0.45,145,0.4264071827172694,0.4068965517241379,59.0,SHTOU,O,0.019510630993131495
Belgium/First_Division_A,9,0.45,0.5,83,0.46889419039649594,0.37349397590361444,31.0,SHTOU,O,0.0954002144928815
Belgium/First_Division_A,10,0.5,0.55,13,0.5124336299113111,0.3076923076923077,4.0,SHTOU,O,0.20474132221900343
England/Championship,2,0.1,0.15000000000000002,2,0.14100616715315895,0.0,0.0,SHTOU,O,0.14100616715315895
England/Championship,3,0.15000000000000002,0.2,41,0.1812507955995509,0.12195121951219512,5.0,SHTOU,O,0.05929957608735578
England/Championship,4,0.2,0.25,290,0.2289179265227271,0.24482758620689654,71.0,SHTOU,O,-0.015909659684169436
England/Championship,5,0.25,0.3,396,0.27661063544580516,0.27525252525252525,109.0,SHTOU,O,0.0013581101932799156
England/Championship,6,0.30000000000000004,0.35000000000000003,399,0.3232384776309222,0.2656641604010025,106.0,SHTOU,O,0.057574317229919736
England/Championship,7,0.35000000000000003,0.4,272,0.373157649506,0.375,102.0,SHTOU,O,-0.0018423504940000002
England/Championship,8,0.4,0.45,133,0.4216700279850914,0.3233082706766917,43.0,SHTOU,O,0.09836175730839969
England/Championship,9,0.45,0.5,51,0.4720021443935163,0.4117647058823529,21.0,SHTOU,O,0.060237438511163366
England/Championship,10,0.5,0.55,19,0.523335569333913,0.42105263157894735,8.0,SHTOU,O,0.10228293775496566
England/Championship,11,0.55,0.6000000000000001,4,0.5644644324665983,0.25,1.0,SHTOU,O,0.3144644324665983
England/Championship,12,0.6000000000000001,0.6500000000000001,1,0.6156755129044627,0.0,0.0,SHTOU,O,0.6156755129044627
England/League_One,4,0.2,0.25,51,0.23683460024736452,0.09803921568627451,5.0,SHTOU,O,0.13879538456109003
England/League_One,5,0.25,0.3,312,0.27970615494979606,0.2724358974358974,85.0,SHTOU,O,0.007270257513898648
England/League_One,6,0.30000000000000004,0.35000000000000003,496,0.3249828969157861,0.2540322580645161,126.0,SHTOU,O,0.07095063885126995
England/League_One,7,0.35000000000000003,0.4,415,0.3743876437993608,0.2987951807228916,124.0,SHTOU,O,0.07559246307646922
England/League_One,8,0.4,0.45,205,0.4219482503744857,0.36097560975609755,74.0,SHTOU,O,0.06097264061838814
England/League_One,9,0.45,0.5,92,0.4705916580891704,0.29347826086956524,27.0,SHTOU,O,0.17711339721960517
England/League_One,10,0.5,0.55,26,0.5200553256199346,0.3076923076923077,8.0,SHTOU,O,0.2123630179276269
England/League_One,11,0.55,0.6000000000000001,10,0.5699106694886938,0.5,5.0,SHTOU,O,0.06991066948869384
England/League_One,12,0.6000000000000001,0.6500000000000001,3,0.6249207428669257,0.3333333333333333,1.0,SHTOU,O,0.29158740953359236
England/League_One,13,0.65,0.7000000000000001,1,0.6615651029475098,0.0,0.0,SHTOU,O,0.6615651029475098
England/League_Two,3,0.15000000000000002,0.2,1,0.16831488842922707,0.0,0.0,SHTOU,O,0.16831488842922707
England/League_Two,4,0.2,0.25,69,0.23381063633975085,0.18840579710144928,13.0,SHTOU,O,0.045404839238301575
England/League_Two,5,0.25,0.3,275,0.27838333625873296,0.2545454545454545,70.0,SHTOU,O,0.02383788171327844
England/League_Two,6,0.30000000000000004,0.35000000000000003,455,0.32531915550127827,0.2571428571428571,117.0,SHTOU,O,0.06817629835842115
England/League_Two,7,0.35000000000000003,0.4,393,0.3739803663179966,0.30025445292620867,118.0,SHTOU,O,0.07372591339178791
England/League_Two,8,0.4,0.45,245,0.42303324249544644,0.39591836734693875,97.0,SHTOU,O,0.02711487514850769
England/League_Two,9,0.45,0.5,112,0.47189213464309565,0.375,42.0,SHTOU,O,0.09689213464309565
England/League_Two,10,0.5,0.55,48,0.5174763731590496,0.375,18.0,SHTOU,O,0.1424763731590496
England/League_Two,11,0.55,0.6000000000000001,15,0.5688568376806058,0.4666666666666667,7.0,SHTOU,O,0.10219017101393912
England/League_Two,12,0.6000000000000001,0.6500000000000001,4,0.626143155991975,0.5,2.0,SHTOU,O,0.126143155991975
England/League_Two,13,0.65,0.7000000000000001,1,0.6568080019510059,1.0,1.0,SHTOU,O,-0.34319199804899414
England/League_Two,14,0.7000000000000001,0.7500000000000001,1,0.7027853489825102,1.0,1.0,SHTOU,O,-0.2972146510174898
England/Premier_League,2,0.1,0.15000000000000002,10,0.1417863000336957,0.1,1.0,SHTOU,O,0.041786300033695684
England/Premier_League,3,0.15000000000000002,0.2,122,0.17854841201432145,0.2540983606557377,31.0,SHTOU,O,-0.07554994864141626
England/Premier_League,4,0.2,0.25,202,0.22782723774050018,0.21287128712871287,43.0,SHTOU,O,0.014955950611787311
England/Premier_League,5,0.25,0.3,259,0.2744347346830914,0.28185328185328185,73.0,SHTOU,O,-0.00741854717019047
England/Premier_League,6,0.30000000000000004,0.35000000000000003,219,0.324439719082175,0.3470319634703196,76.0,SHTOU,O,-0.02259224438814461
England/Premier_League,7,0.35000000000000003,0.4,144,0.3722551241380716,0.4097222222222222,59.0,SHTOU,O,-0.03746709808415061
England/Premier_League,8,0.4,0.45,72,0.421394390536024,0.375,27.0,SHTOU,O,0.04639439053602401
England/Premier_League,9,0.45,0.5,29,0.4659419769589277,0.4482758620689655,13.0,SHTOU,O,0.01766611488996217
England/Premier_League,10,0.5,0.55,17,0.5210600440923807,0.5294117647058824,9.0,SHTOU,O,-0.008351720613501645
England/Premier_League,11,0.55,0.6000000000000001,4,0.5687670094347503,0.25,1.0,SHTOU,O,0.31876700943475034
England/Premier_League,12,0.6000000000000001,0.6500000000000001,1,0.6040257536998701,0.0,0.0,SHTOU,O,0.6040257536998701
France/Ligue_1,6,0.30000000000000004,0.35000000000000003,3,0.3315597426278945,1.0,3.0,SHTOU,O,-0.6684402573721056
France/Ligue_1,7,0.35000000000000003,0.4,49,0.3809749509210659,0.40816326530612246,20.0,SHTOU,O,-0.027188314385056533
France/Ligue_1,8,0.4,0.45,145,0.42586299973416264,0.4896551724137931,71.0,SHTOU,O,-0.06379217267963044
France/Ligue_1,9,0.45,0.5,143,0.47413388601607165,0.4755244755244755,68.0,SHTOU,O,-0.0013905895084038722
France/Ligue_1,10,0.5,0.55,124,0.5226444855770299,0.5564516129032258,69.0,SHTOU,O,-0.03380712732619584
France/Ligue_1,11,0.55,0.6000000000000001,60,0.5719447368478021,0.65,39.0,SHTOU,O,-0.0780552631521979
France/Ligue_1,12,0.6000000000000001,0.6500000000000001,18,0.6192102421976894,0.7222222222222222,13.0,SHTOU,O,-0.10301198002453282
France/Ligue_1,13,0.65,0.7000000000000001,10,0.6672398650398548,0.6,6.0,SHTOU,O,0.0672398650398548
France/Ligue_1,14,0.7000000000000001,0.7500000000000001,11,0.7241043495722558,0.8181818181818182,9.0,SHTOU,O,-0.09407746860956245
France/Ligue_1,15,0.75,0.8,1,0.7540250241743757,1.0,1.0,SHTOU,O,-0.24597497582562433
France/Ligue_2,4,0.2,0.25,1,0.23757091539873496,0.0,0.0,SHTOU,O,0.23757091539873496
France/Ligue_2,5,0.25,0.3,7,0.28413237469022506,0.0,0.0,SHTOU,O,0.28413237469022506
France/Ligue_2,6,0.30000000000000004,0.35000000000000003,33,0.328302060147683,0.18181818181818182,6.0,SHTOU,O,0.14648387832950116
France/Ligue_2,7,0.35000000000000003,0.4,51,0.37593755391401235,0.37254901960784315,19.0,SHTOU,O,0.0033885343061691997
France/Ligue_2,8,0.4,0.45,70,0.42517892577092675,0.34285714285714286,24.0,SHTOU,O,0.08232178291378389
France/Ligue_2,9,0.45,0.5,61,0.47356427025009856,0.4918032786885246,30.0,SHTOU,O,-0.01823900843842602
France/Ligue_2,10,0.5,0.55,31,0.5187755810272432,0.5483870967741935,17.0,SHTOU,O,-0.029611515746950312
France/Ligue_2,11,0.55,0.6000000000000001,12,0.5705086855994418,0.16666666666666666,2.0,SHTOU,O,0.40384201893277516
France/Ligue_2,12,0.6000000000000001,0.6500000000000001,3,0.6148957360379081,0.3333333333333333,1.0,SHTOU,O,0.28156240270457483
Germany/Bundesliga_1,5,0.25,0.3,3,0.28888195887078183,0.6666666666666666,2.0,SHTOU,O,-0.3777847077958848
Germany/Bundesliga_1,6,0.30000000000000004,0.35000000000000003,15,0.33226461439229854,0.4666666666666667,7.0,SHTOU,O,-0.13440205227436813
Germany/Bundesliga_1,7,0.35000000000000003,0.4,48,0.37956387272282793,0.3958333333333333,19.0,SHTOU,O,-0.016269460610505382
Germany/Bundesliga_1,8,0.4,0.45,119,0.42770555419738854,0.3949579831932773,47.0,SHTOU,O,0.03274757100411124
Germany/Bundesliga_1,9,0.45,0.5,142,0.4772966043755543,0.3591549295774648,51.0,SHTOU,O,0.11814167479808951
Germany/Bundesliga_1,10,0.5,0.55,131,0.5236620173030572,0.48091603053435117,63.0,SHTOU,O,0.042745986768706
Germany/Bundesliga_1,11,0.55,0.6000000000000001,63,0.5742961113579279,0.5873015873015873,37.0,SHTOU,O,-0.013005475943659417
Germany/Bundesliga_1,12,0.6000000000000001,0.6500000000000001,35,0.6175406918633458,0.6285714285714286,22.0,SHTOU,O,-0.011030736708082745
Germany/Bundesliga_1,13,0.65,0.7000000000000001,9,0.6659012302398865,0.7777777777777778,7.0,SHTOU,O,-0.11187654753789134
Germany/Bundesliga_1,14,0.7000000000000001,0.7500000000000001,1,0.7252044198723471,1.0,1.0,SHTOU,O,-0.2747955801276529
Germany/Bundesliga_2,6,0.30000000000000004,0.35000000000000003,2,0.34816788935416193,0.0,0.0,SHTOU,O,0.34816788935416193
Germany/Bundesliga_2,7,0.35000000000000003,0.4,18,0.38409202817758015,0.3888888888888889,7.0,SHTOU,O,-0.004796860711308748
Germany/Bundesliga_2,8,0.4,0.45,51,0.4325178918170914,0.43137254901960786,22.0,SHTOU,O,0.0011453427974835173
Germany/Bundesliga_2,9,0.45,0.5,116,0.4750892244036668,0.4224137931034483,49.0,SHTOU,O,0.05267543130021851
Germany/Bundesliga_2,10,0.5,0.55,59,0.5215496253595849,0.4576271186440678,27.0,SHTOU,O,0.06392250671551714
Germany/Bundesliga_2,11,0.55,0.6000000000000001,15,0.5675412175932794,0.4,6.0,SHTOU,O,0.16754121759327933
Italy/Serie_A,5,0.25,0.3,1,0.2841081811092069,0.0,0.0,SHTOU,O,0.2841081811092069
Italy/Serie_A,6,0.30000000000000004,0.35000000000000003,95,0.3334411954619772,0.2631578947368421,25.0,SHTOU,O,0.07028330072513511
Italy/Serie_A,7,0.35000000000000003,0.4,303,0.37452131797267213,0.26732673267326734,81.0,SHTOU,O,0.10719458529940479
Italy/Serie_A,8,0.4,0.45,203,0.4210655353375257,0.3054187192118227,62.0,SHTOU,O,0.11564681612570304
Italy/Serie_A,9,0.45,0.5,68,0.4691849424125763,0.36764705882352944,25.0,SHTOU,O,0.10153788358904686
Italy/Serie_A,10,0.5,0.55,23,0.5199306371390646,0.5217391304347826,12.0,SHTOU,O,-0.0018084932957179722
Italy/Serie_A,11,0.55,0.6000000000000001,5,0.5618335134519847,0.4,2.0,SHTOU,O,0.1618335134519847
Italy/Serie_A,12,0.6000000000000001,0.6500000000000001,2,0.63090126858133,0.0,0.0,SHTOU,O,0.63090126858133
Italy/Serie_B,6,0.30000000000000004,0.35000000000000003,1,0.34879933300506805,1.0,1.0,SHTOU,O,-0.651200666994932
Italy/Serie_B,7,0.35000000000000003,0.4,17,0.3871821300573755,0.35294117647058826,6.0,SHTOU,O,0.03424095358678725
Italy/Serie_B,8,0.4,0.45,140,0.4311418379091895,0.40714285714285714,57.0,SHTOU,O,0.023998980766332334
Italy/Serie_B,9,0.45,0.5,150,0.4716176448837308,0.4666666666666667,70.0,SHTOU,O,0.004950978217064139
Italy/Serie_B,10,0.5,0.55,32,0.5118136167365813,0.53125,17.0,SHTOU,O,-0.019436383263418677
Netherlands/Eredivisie,6,0.30000000000000004,0.35000000000000003,3,0.3374705623667646,0.3333333333333333,1.0,SHTOU,O,0.004137229033431278
Netherlands/Eredivisie,7,0.35000000000000003,0.4,5,0.3889114087783049,0.6,3.0,SHTOU,O,-0.2110885912216951
Netherlands/Eredivisie,8,0.4,0.45,37,0.4294129067220164,0.43243243243243246,16.0,SHTOU,O,-0.003019525710416082
Netherlands/Eredivisie,9,0.45,0.5,64,0.47871953932781425,0.5625,36.0,SHTOU,O,-0.08378046067218575
Netherlands/Eredivisie,10,0.5,0.55,74,0.5281650961857838,0.6081081081081081,45.0,SHTOU,O,-0.07994301192232434
Netherlands/Eredivisie,11,0.55,0.6000000000000001,46,0.5715378763561658,0.5869565217391305,27.0,SHTOU,O,-0.015418645382964669
Netherlands/Eredivisie,12,0.6000000000000001,0.6500000000000001,33,0.6249145623872084,0.5454545454545454,18.0,SHTOU,O,0.07946001693266302
Netherlands/Eredivisie,13,0.65,0.7000000000000001,8,0.6733178443597481,0.625,5.0,SHTOU,O,0.04831784435974806
Portugal/Primeira_Liga,6,0.30000000000000004,0.35000000000000003,4,0.32915535839875654,0.5,2.0,SHTOU,O,-0.17084464160124346
