Feature_Clean,LightGBM,XGBoost,CatBoost,Mean,Std,Original_Feature
BARS_SLOW_k_factor_diff,203,0.0026412436,0.6925786830684773,0.004713618027855855,0.0021456896008309476,BARS_SLOW_k_factor_diff
BARS_surprise_diff,335,0.002303663,0.41364494720320805,0.004662682569845985,0.0026614446528910106,BARS_surprise_diff
WL_AGR_sigma_diff,212,0.0024831556,0.6673051547063885,0.0046442703586688045,0.002098080196959156,WL_AGR_sigma_diff
RN_home_wr_diff,93,0.005404615,0.6305912086913098,0.004601974820272257,0.0022170438864930206,RN_home_wr_diff
momentum_ED_rating,3,0.009059549,0.4636954778597077,0.004588032871944907,0.0044961780907237575,momentum_ED_rating
SIAM_16D_emb_diff_2,420,0.0021075672,0.21410168265698004,0.004570555647843868,0.004237085734318686,SIAM_16D_emb_diff_2
LM_rank_diff,306,0.0024995962,0.426035590481424,0.004551494702878475,0.002211884976841592,LM_rank_diff
BARS_skew_diff,321,0.0026796646,0.37370774441232135,0.004549747111651102,0.0023827291659043993,BARS_skew_diff
BARS_ordinal_diff,16,0.0062264362,0.6922578885907194,0.00450317141739659,0.00360450527177523,BARS_ordinal_diff
ED_expected_score_diff,3,0.009258628,0.3957052381538328,0.0044277582749117405,0.0046135622502071726,ED_expected_score_diff
ED_p_home_win,26,0.007995844,0.4679326620133249,0.004420327114267808,0.0037118007865463826,ED_p_home_win
ED_HOME_p_away_win,63,0.0070490274,0.4749097848373699,0.0044058628200539145,0.0028304346808677313,ED_HOME_p_away_win
SIAM_16D_emb_diff_1,263,0.0023720246,0.4808592741286617,0.004368769958150994,0.0018172014386048875,SIAM_16D_emb_diff_1
ED_HOME_rating_diff,56,0.0076210266,0.3877086616395035,0.004253286161463091,0.003196289270752259,ED_HOME_rating_diff
WL_p_draw,223,0.0021647336,0.5460688652765288,0.004216622934657796,0.0017903249557296788,WL_p_draw
WL_AGR_ordinal_diff,217,0.0028157246,0.47684839120708566,0.004157822744065382,0.001163858500298164,WL_AGR_ordinal_diff
WL_CON_ordinal_diff,306,0.0027883817,0.2764889195534674,0.004149267623013704,0.0023774974397754558,WL_CON_ordinal_diff
LM_wr_diff,248,0.0034158991,0.3256346474642845,0.0040866570100373785,0.0013024086125733763,LM_wr_diff
ED_AUTO_p_away_win,40,0.006450187,0.48344984089171833,0.0040619773665399395,0.0028539937271603185,ED_AUTO_p_away_win
RN_score_diff,204,0.0031099226,0.43069985142499434,0.004004425325865899,0.0007880561652819856,RN_score_diff
RN_DEEP_home_wr_diff,8,0.006596779,0.5183903450880016,0.003986977472300588,0.0033715634370480524,RN_DEEP_home_wr_diff
WL_AGR_p_home_win,288,0.0025000705,0.29196999245413224,0.003969580572263164,0.0021919211339171967,WL_AGR_p_home_win
WL_AGR_p_draw,257,0.002390816,0.363851679592803,0.00393994618795654,0.0017197720918702376,WL_AGR_p_draw
WL_CON_p_draw,282,0.002451851,0.299894481853593,0.0039348600833403235,0.0021126341129362883,WL_CON_p_draw
LMLE_rank_pos_diff,309,0.0021704969,0.2631917777364937,0.003921513342393372,0.00264333450897753,LMLE_rank_pos_diff
COLLEY_diff,211,0.0025598921,0.4435109058726171,0.003916358001289523,0.0011855098204872241,COLLEY_diff
ED_HOME_draw_tendency,125,0.002283687,0.6581207913444328,0.0038937629515804636,0.002342587104255124,ED_HOME_draw_tendency
WL_ordinal_diff,233,0.0024612325,0.38657013417840624,0.0038588973010432685,0.0013942749608836023,WL_ordinal_diff
